"basin","comid","tocomid","stream_order","path_number"
"yakima",24424121,24422985,2,2
"yakima",23107336,23107316,4,4
"yakima",24125827,24125825,5,5
"yakima",24128295,24128199,1,1
"yakima",24423095,24422739,3,3
"yakima",24125219,24125217,4,4
"yakima",24424391,24424373,1,1
"yakima",23102388,23102384,2,2
"yakima",24125741,24125739,3,3
"yakima",23099590,23099588,7,6
"yakima",24126175,24126173,3,3
"yakima",23100880,23099524,1,1
"yakima",24424263,24423107,2,2
"yakima",23099486,23099484,4,4
"yakima",947030107,947030108,7,6
"yakima",23104686,23105430,1,1
"yakima",24422965,24422963,3,3
"yakima",24125897,24125895,4,4
"yakima",24128159,24128163,2,2
"yakima",23101438,23101428,4,4
"yakima",24129785,24129783,4,4
"yakima",24125631,24125629,5,5
"yakima",947030111,23099738,7,6
"yakima",24127879,24126061,1,1
"yakima",24125631,24125629,5,5
"yakima",23101562,23101598,4,4
"yakima",24126519,24126517,3,3
"yakima",24423043,24423041,4,4
"yakima",23104010,23104020,1,1
"yakima",23107344,23105682,5,5
"yakima",23099548,23099464,7,6
"yakima",23102408,23100076,1,1
"yakima",23107340,23107348,5,5
"yakima",24423153,24423151,1,1
"yakima",23103420,23103520,2,2
"yakima",24423579,24423081,3,3
"yakima",24127461,24127503,2,2
"yakima",24126803,24126801,3,3
"yakima",24423125,24423123,4,4
"yakima",23101304,23100002,1,1
"yakima",23104920,23104914,4,4
"yakima",23099842,23099840,7,6
"yakima",23101988,23101858,1,1
"yakima",23102924,23102762,2,2
"yakima",23102090,23100144,1,1
"yakima",24126207,24126205,3,3
"yakima",24125881,24125879,5,5
"yakima",24126905,24126913,1,1
"yakima",23102614,23102628,2,2
"yakima",23100110,23100108,3,3
"yakima",24422819,24422817,5,5
"yakima",23099464,23099462,7,6
"yakima",23106494,23106506,1,1
"yakima",24425315,24423463,1,1
"yakima",23107482,23107478,2,2
"yakima",23099500,23099498,3,3
"yakima",23101750,23101744,4,4
"yakima",24423031,24423029,5,5
"yakima",23099590,23099588,7,6
"yakima",23104094,23104050,2,2
"yakima",23104040,23104180,1,1
"yakima",23104376,23104260,2,2
"yakima",23102696,23100148,1,1
"yakima",23100262,23100260,5,5
"yakima",24127943,24127959,1,1
"yakima",24423443,24423441,3,3
"yakima",24422733,24422731,5,5
"yakima",23103918,23103888,1,1
"yakima",24128723,24125213,3,3
"yakima",23099842,23099840,7,6
"yakima",24422865,24422863,1,1
"yakima",23102406,23100082,2,2
"yakima",24125643,24125641,4,4
"yakima",23100160,23100158,1,1
"yakima",24129313,24129299,2,2
"yakima",24423285,24423283,5,5
"yakima",23099720,23099718,7,6
"yakima",23104298,947030119,2,2
"yakima",24125673,24125671,3,3
"yakima",24126117,24126115,4,4
"yakima",23101316,23101394,1,1
"yakima",24129121,24129127,2,2
"yakima",23103848,23099632,3,3
"yakima",23099464,23099462,7,6
"yakima",24423889,24423895,2,2
"yakima",24126529,24126527,3,3
"yakima",23099682,23099680,7,6
"yakima",24126215,24126213,1,1
"yakima",23100096,23100094,3,3
"yakima",23101530,23101542,4,4
"yakima",23099688,23099686,7,6
"yakima",23100246,23100244,5,5
"yakima",24425173,24425201,1,1
"yakima",24423365,24423363,3,3
"yakima",24423123,24422733,4,4
"yakima",23099752,23099750,7,6
"yakima",24423031,24423029,5,5
"yakima",24127613,24126155,1,1
"yakima",24425121,24423421,2,2
"yakima",24129157,24129163,1,1
"yakima",23107340,23107348,5,5
"yakima",23101976,23101816,1,1
"yakima",23099682,23099680,7,6
"yakima",23101102,23101092,1,1
"yakima",24126095,24126093,5,5
"yakima",23099844,23099842,7,6
"yakima",24424813,24424835,2,2
"yakima",24125897,24125895,4,4
"yakima",24127247,24127245,1,1
"yakima",24125697,24125695,4,4
"yakima",23099464,23099462,7,6
"yakima",24423043,24423041,4,4
"yakima",23104374,23105386,1,1
"yakima",24424009,24422929,1,1
"yakima",24128599,24128583,2,2
"yakima",24422733,24422731,5,5
"yakima",24129817,24125975,1,1
"yakima",24129761,24125837,2,2
"yakima",24125631,24125629,5,5
"yakima",23103952,23103938,1,1
"yakima",24423643,24423641,2,2
"yakima",24126183,24126181,3,3
"yakima",24125881,24125879,5,5
"yakima",23104228,23104288,1,1
"yakima",24424753,24423671,2,2
"yakima",23107532,23107540,3,3
"yakima",24423169,24423167,4,4
"yakima",23100938,23100844,1,1
"yakima",23100410,23100408,3,3
"yakima",23101940,23101950,2,2
"yakima",947030113,947030114,4,4
"yakima",24424065,24424067,1,1
"yakima",24125959,24125957,4,4
"yakima",24422819,24422817,5,5
"yakima",947030134,947030133,1,1
"yakima",24125961,24125959,3,3
"yakima",24423123,24422733,4,4
"yakima",23100058,23100056,5,5
"yakima",23099842,23099840,7,6
"yakima",24424699,24424729,1,1
"yakima",24128835,24128867,3,3
"yakima",24125521,24125519,4,4
"yakima",23100058,23100056,5,5
"yakima",24127365,24125753,1,1
"yakima",24423307,24423305,5,5
"yakima",24423981,24422917,1,1
"yakima",947030181,24128399,2,2
"yakima",24125871,24125869,5,5
"yakima",24128295,24128199,1,1
"yakima",24125989,24125987,3,3
"yakima",24423169,24423167,4,4
"yakima",24125965,24125963,2,2
"yakima",24126753,24126751,3,3
"yakima",23100216,23100214,4,4
"yakima",23103058,23099472,1,1
"yakima",24125989,24125987,3,3
"yakima",24424681,24424705,1,1
"yakima",23100432,23100430,3,3
"yakima",23100186,23100184,4,4
"yakima",24422911,24422819,5,5
"yakima",23099680,23099678,7,6
"yakima",24126617,24126615,3,3
"yakima",24422851,24422849,4,4
"yakima",24125201,24125199,5,5
"yakima",23104676,23100330,1,1
"yakima",23101704,23101696,2,2
"yakima",23099682,23099680,7,6
"yakima",23104920,23104914,4,4
"yakima",23107340,23107348,5,5
"yakima",24423877,24423889,1,1
"yakima",24125889,24125887,4,4
"yakima",23099464,23099462,7,6
"yakima",24424449,24423139,1,1
"yakima",23103656,23107336,3,3
"yakima",23100336,23100334,5,5
"yakima",23099720,23099718,7,6
"yakima",24424303,24423597,1,1
"yakima",23103146,23099468,3,3
"yakima",23100406,23100404,4,4
"yakima",23107340,23107348,5,5
"yakima",23102456,23102432,2,2
"yakima",23101506,23101486,3,3
"yakima",24129393,24125137,1,1
"yakima",24125977,24125975,3,3
"yakima",23099632,23099630,4,4
"yakima",23100262,23100260,5,5
"yakima",24424005,24422809,1,1
"yakima",24423419,24423417,4,4
"yakima",23101714,23101630,3,3
"yakima",23099682,23099680,7,6
"yakima",23103648,23103692,1,1
"yakima",24126225,24126223,2,2
"yakima",24126753,24126751,3,3
"yakima",24423685,24423683,2,2
"yakima",24423137,24423135,4,4
"yakima",23099850,23099848,7,6
"yakima",23104386,23104298,1,1
"yakima",24127191,24127235,2,2
"yakima",24422851,24422849,4,4
"yakima",23099464,23099462,7,6
"yakima",24128135,24128133,1,1
"yakima",24424297,24424289,2,2
"yakima",24423153,24423151,1,1
"yakima",24423637,24423347,2,2
"yakima",24125521,24125519,4,4
"yakima",23099692,23099690,7,6
"yakima",23102608,23102526,1,1
"yakima",23107482,23107478,2,2
"yakima",947030107,947030108,7,6
"yakima",24129533,24129491,1,1
"yakima",24126559,24126557,2,2
"yakima",24423045,24423043,3,3
"yakima",24423531,24423529,4,4
"yakima",23099844,23099842,7,6
"yakima",23100116,23100114,2,2
"yakima",24423307,24423305,5,5
"yakima",24125755,24125753,2,2
"yakima",24125631,24125629,5,5
"yakima",24126041,24125861,2,2
"yakima",24125201,24125199,5,5
"yakima",24425179,24425177,1,1
"yakima",24128123,24128147,3,3
"yakima",23099464,23099462,7,6
"yakima",23106506,23106500,1,1
"yakima",24128507,24128585,2,2
"yakima",24423103,24423101,3,3
"yakima",24126751,24126749,4,4
"yakima",23104748,0,2,2
"yakima",23105142,23105122,3,3
"yakima",24125897,24125895,4,4
"yakima",24125837,24125835,5,5
"yakima",24424633,24423205,1,1
"yakima",23103388,23103454,2,2
"yakima",23103588,23103574,3,3
"yakima",24423307,24423305,5,5
"yakima",24129825,24129827,1,1
"yakima",24126545,24126519,2,2
"yakima",23107320,23107322,4,4
"yakima",24424279,24425345,1,1
"yakima",23100336,23100334,5,5
"yakima",23102952,23102986,2,2
"yakima",23107340,23107348,5,5
"yakima",23101342,23100014,1,1
"yakima",24126517,24130973,3,3
"yakima",24422827,24422825,4,4
"yakima",24422739,24422737,5,5
"yakima",24128905,24126533,1,1
"yakima",24125851,24125849,5,5
"yakima",24129935,24126285,1,1
"yakima",23099682,23099680,7,6
"yakima",24424671,24424713,1,1
"yakima",23107340,23107348,5,5
"yakima",24128063,24128059,1,1
"yakima",24424753,24423671,2,2
"yakima",23100198,23100196,4,4
"yakima",23099682,23099680,7,6
"yakima",23102422,23102482,1,1
"yakima",24423643,24423641,2,2
"yakima",24126295,24126293,3,3
"yakima",23099720,23099718,7,6
"yakima",23101358,23101668,1,1
"yakima",24125871,24125869,5,5
"yakima",23104484,23104478,2,2
"yakima",24126147,24126095,4,4
"yakima",23099720,23099718,7,6
"yakima",24129623,24125073,2,2
"yakima",24126803,24126801,3,3
"yakima",24422829,24422827,4,4
"yakima",24127051,24125887,1,1
"yakima",23100058,23100056,5,5
"yakima",23099682,23099680,7,6
"yakima",23102730,23102384,1,1
"yakima",24127807,24127813,2,2
"yakima",23099850,23099848,7,6
"yakima",24125905,24125903,3,3
"yakima",24129945,24128581,1,1
"yakima",24423081,24423079,4,4
"yakima",24125201,24125199,5,5
"yakima",23103162,23103008,1,1
"yakima",23101352,23101372,4,4
"yakima",23107340,23107348,5,5
"yakima",23100500,23100298,1,1
"yakima",24129367,24129379,2,2
"yakima",24423029,24423027,5,5
"yakima",23104570,23104476,2,2
"yakima",24126095,24126093,5,5
"yakima",23099682,23099680,7,6
"yakima",24424889,24424923,1,1
"yakima",24128261,24125235,2,2
"yakima",24125989,24125987,3,3
"yakima",24422993,24422991,5,5
"yakima",23099682,23099680,7,6
"yakima",24127277,24125763,1,1
"yakima",23104476,23104470,3,3
"yakima",23100262,23100260,5,5
"yakima",23099720,23099718,7,6
"yakima",24423175,24423173,2,2
"yakima",24125371,24125369,3,3
"yakima",24126095,24126093,5,5
"yakima",24130839,24128937,1,1
"yakima",23100724,23100710,2,2
"yakima",24125199,24125197,5,5
"yakima",947030107,947030108,7,6
"yakima",24424829,24424869,1,1
"yakima",23103382,23107610,2,2
"yakima",23099720,23099718,7,6
"yakima",23103682,23103840,1,1
"yakima",24422873,24422871,2,2
"yakima",24125075,24125073,3,3
"yakima",23106506,23106500,1,1
"yakima",24129117,24126435,2,2
"yakima",23099608,23099606,7,6
"yakima",23101520,23101564,1,1
"yakima",24423149,24423147,2,2
"yakima",23101116,947030124,4,4
"yakima",24128099,24126681,1,1
"yakima",24129761,24125837,2,2
"yakima",24125223,24131105,4,4
"yakima",23102210,23102794,1,1
"yakima",23105134,23105128,1,1
"yakima",24423031,24423029,5,5
"yakima",23099464,23099462,7,6
"yakima",23104070,23100462,2,2
"yakima",24126617,24126615,3,3
"yakima",24422785,24422783,5,5
"yakima",24423031,24423029,5,5
"yakima",23099410,23099408,7,6
"yakima",24128247,24128269,1,1
"yakima",23103026,23103102,2,2
"yakima",23104804,23104754,4,4
"yakima",24129769,24125845,1,1
"yakima",23100234,23100232,2,2
"yakima",24126423,24126421,3,3
"yakima",24423169,24423167,4,4
"yakima",24125201,24125199,5,5
"yakima",23104348,947030081,2,2
"yakima",24127341,24127367,3,3
"yakima",23100406,23100404,4,4
"yakima",23099464,23099462,7,6
"yakima",24424143,24424099,1,1
"yakima",23105284,23105240,2,2
"yakima",24126389,24126387,3,3
"yakima",23100058,23100056,5,5
"yakima",24424685,24423189,1,1
"yakima",23103166,23103206,2,2
"yakima",23100204,23100202,3,3
"yakima",23100336,23100334,5,5
"yakima",23099720,23099718,7,6
"yakima",23102150,23102010,2,2
"yakima",23101438,23101428,4,4
"yakima",24422819,24422817,5,5
"yakima",24425239,24423437,1,1
"yakima",24126803,24126801,3,3
"yakima",23099938,23099936,4,4
"yakima",24423699,24423053,2,2
"yakima",23100080,23100078,4,4
"yakima",24424237,24424121,1,1
"yakima",24127721,24125525,2,2
"yakima",23100710,23100732,3,3
"yakima",24125321,24125319,4,4
"yakima",23100058,23100056,5,5
"yakima",23099596,23099594,7,6
"yakima",24424977,24424945,2,2
"yakima",23107336,23107316,4,4
"yakima",24125875,24125873,5,5
"yakima",23099720,23099718,7,6
"yakima",23100106,23100104,3,3
"yakima",24125897,24125895,4,4
"yakima",24422733,24422731,5,5
"yakima",24126307,24126305,2,2
"yakima",23099730,23099728,7,6
"yakima",23103258,23107326,2,2
"yakima",23099850,23099848,7,6
"yakima",24423307,24423305,5,5
"yakima",24424813,24424835,2,2
"yakima",23101006,23099506,1,1
"yakima",23104834,23104602,2,2
"yakima",24422745,24422743,5,5
"yakima",24127567,24127497,1,1
"yakima",23100356,23100354,4,4
"yakima",23099464,23099462,7,6
"yakima",23104288,23099624,1,1
"yakima",23101828,23101826,4,4
"yakima",23099692,23099690,7,6
"yakima",24127311,24125859,1,1
"yakima",23105008,23104834,2,2
"yakima",24128055,24128085,3,3
"yakima",24125201,24125199,5,5
"yakima",24127211,24125867,1,1
"yakima",23102924,23102762,2,2
"yakima",23102096,23102126,1,1
"yakima",24125173,24125171,3,3
"yakima",24125199,24125197,5,5
"yakima",23102148,23101960,1,1
"yakima",24126345,24126343,2,2
"yakima",24423325,24423323,2,2
"yakima",23100432,23100430,3,3
"yakima",23100058,23100056,5,5
"yakima",23099464,23099462,7,6
"yakima",23104572,23100348,1,1
"yakima",23103812,23103712,2,2
"yakima",23105356,23100434,1,1
"yakima",24423433,24423431,3,3
"yakima",24125223,24131105,4,4
"yakima",23101794,23100124,1,1
"yakima",24128199,24126297,2,2
"yakima",24423083,24423081,3,3
"yakima",24423307,24423305,5,5
"yakima",23101878,23101938,1,1
"yakima",23101272,23101436,2,2
"yakima",24125929,24125927,3,3
"yakima",23099720,23099718,7,6
"yakima",24424337,24424355,1,1
"yakima",24128605,24126383,2,2
"yakima",23103280,23103294,1,1
"yakima",24127275,24129745,2,2
"yakima",24126751,24126749,4,4
"yakima",23102624,23102476,1,1
"yakima",23099464,23099462,7,6
"yakima",23102380,23102344,1,1
"yakima",23101828,23101826,4,4
"yakima",24423793,24423795,1,1
"yakima",24126561,24126559,2,2
"yakima",24126803,24126801,3,3
"yakima",24128867,24128955,4,4
"yakima",23105308,23105240,1,1
"yakima",24126339,24126337,3,3
"yakima",24125265,24125263,2,2
"yakima",24126121,24126119,3,3
"yakima",24126751,24126749,4,4
"yakima",23099682,23099680,7,6
"yakima",23106168,23106202,1,1
"yakima",23104746,23104706,4,4
"yakima",24125201,24125199,5,5
"yakima",23103858,23103870,1,1
"yakima",23105170,23105168,2,2
"yakima",23101116,947030124,4,4
"yakima",23104220,23104272,1,1
"yakima",24129867,24128609,2,2
"yakima",23100340,23100338,4,4
"yakima",24125881,24125879,5,5
"yakima",24423635,24422961,1,1
"yakima",24126123,24126121,3,3
"yakima",23099720,23099718,7,6
"yakima",23107340,23107348,5,5
"yakima",24125551,24125549,3,3
"yakima",24128917,24126351,1,1
"yakima",24125197,24125195,5,5
"yakima",23103716,23103806,1,1
"yakima",23100552,23100550,3,3
"yakima",24125893,24125891,4,4
"yakima",24125201,24125199,5,5
"yakima",24425331,24423451,1,1
"yakima",24423347,24423345,3,3
"yakima",23102504,23102620,3,3
"yakima",23100056,23100054,5,5
"yakima",23104836,0,2,2
"yakima",24125697,24125695,4,4
"yakima",23100336,23100334,5,5
"yakima",23099692,23099690,7,6
"yakima",23102464,23102456,2,2
"yakima",24127997,24128031,1,1
"yakima",23100534,23100532,4,4
"yakima",24125631,24125629,5,5
"yakima",23100880,23099524,1,1
"yakima",23099578,23099576,7,6
"yakima",23103822,23103878,1,1
"yakima",24125201,24125199,5,5
"yakima",23105418,23105708,1,1
"yakima",23100940,23100988,1,1
"yakima",24129011,24128985,3,3
"yakima",23104494,23104408,4,4
"yakima",24125871,24125869,5,5
"yakima",947030108,23099590,7,6
"yakima",24129187,24126429,1,1
"yakima",24423151,24423149,2,2
"yakima",24129317,24129337,3,3
"yakima",23099590,23099588,7,6
"yakima",23102342,947030136,1,1
"yakima",23101412,23101466,4,4
"yakima",24125539,24125521,3,3
"yakima",24126111,24126109,4,4
"yakima",23101346,23101372,1,1
"yakima",23099978,23099976,2,2
"yakima",23099914,23099912,4,4
"yakima",23100832,23100848,2,2
"yakima",24424437,24423113,1,1
"yakima",24128195,24126309,2,2
"yakima",23102504,23102620,3,3
"yakima",24423081,24423079,4,4
"yakima",24125631,24125629,5,5
"yakima",24126969,24126033,1,1
"yakima",23102002,23101894,2,2
"yakima",24423765,24423763,2,2
"yakima",24125521,24125519,4,4
"yakima",23100336,23100334,5,5
"yakima",24425185,24423429,1,1
"yakima",23104464,23100258,2,2
"yakima",24125919,24125917,3,3
"yakima",23100470,23100468,4,4
"yakima",947030117,23100034,5,5
"yakima",23099768,23099766,7,6
"yakima",24129837,24129833,1,1
"yakima",24126789,24126787,3,3
"yakima",24126147,24126095,4,4
"yakima",23100262,23100260,5,5
"yakima",23101124,23101274,1,1
"yakima",24424479,24423133,2,2
"yakima",23100536,23107626,3,3
"yakima",24125643,24125641,4,4
"yakima",23100246,23100244,5,5
"yakima",23104218,23104272,1,1
"yakima",24423185,24423183,3,3
"yakima",23107348,23107344,5,5
"yakima",23099720,23099718,7,6
"yakima",23100478,23100476,3,3
"yakima",24128945,24128961,1,1
"yakima",24125075,24125073,3,3
"yakima",23099622,23099620,4,4
"yakima",24125631,24125629,5,5
"yakima",23099692,23099690,7,6
"yakima",24425135,24423743,1,1
"yakima",23102482,23102488,2,2
"yakima",24125141,24125139,3,3
"yakima",24423533,24423531,4,4
"yakima",947030171,24125577,5,5
"yakima",23099608,23099606,7,6
"yakima",24424325,24425387,1,1
"yakima",23103424,23107614,2,2
"yakima",23101116,947030124,4,4
"yakima",24128625,24128629,1,1
"yakima",24422787,24422785,5,5
"yakima",23102308,947030094,3,3
"yakima",24128161,24126307,1,1
"yakima",24125685,24125683,2,2
"yakima",23102580,23102598,3,3
"yakima",23104048,23104116,1,1
"yakima",23105088,23104896,3,3
"yakima",24423031,24423029,5,5
"yakima",24423855,24423867,2,2
"yakima",23107340,23107348,5,5
"yakima",23099728,23099726,7,6
"yakima",24423737,24423735,1,1
"yakima",23103206,23103146,3,3
"yakima",24125223,24131105,4,4
"yakima",24422829,24422827,4,4
"yakima",23099464,23099462,7,6
"yakima",24126879,24125923,1,1
"yakima",23100144,23100142,2,2
"yakima",947030113,947030114,4,4
"yakima",24424947,24423275,1,1
"yakima",24126619,24126617,2,2
"yakima",24125989,24125987,3,3
"yakima",24423081,24423079,4,4
"yakima",23101482,23100006,1,1
"yakima",23107340,23107348,5,5
"yakima",23100836,23100902,1,1
"yakima",23101898,23101630,2,2
"yakima",24422827,24422825,4,4
"yakima",24424483,24423167,2,2
"yakima",24125741,24125739,3,3
"yakima",24423685,24423683,2,2
"yakima",23100058,23100056,5,5
"yakima",23099682,23099680,7,6
"yakima",23101286,23101198,1,1
"yakima",23100526,23100010,2,2
"yakima",23099850,23099848,7,6
"yakima",24129863,24129867,1,1
"yakima",24126813,24126811,2,2
"yakima",24125075,24125073,3,3
"yakima",24125665,24125663,4,4
"yakima",24422733,24422731,5,5
"yakima",24127535,24129787,1,1
"yakima",24424161,24424219,2,2
"yakima",24126095,24126093,5,5
"yakima",23099992,23099990,3,3
"yakima",23101116,947030124,4,4
"yakima",23099976,23099974,3,3
"yakima",23107320,23107322,4,4
"yakima",23104292,23104236,1,1
"yakima",23105340,23100432,2,2
"yakima",23104364,23104368,3,3
"yakima",23099720,23099718,7,6
"yakima",23100574,23100572,1,1
"yakima",24125881,24125879,5,5
"yakima",23100190,23100188,4,4
"yakima",24128245,24128247,1,1
"yakima",24125749,24125747,2,2
"yakima",23105142,23105122,3,3
"yakima",23099590,23099588,7,6
"yakima",24127857,24127871,2,2
"yakima",947030058,947030157,3,3
"yakima",24125881,24125879,5,5
"yakima",23099720,23099718,7,6
"yakima",24127143,24127127,1,1
"yakima",24128201,24126265,1,1
"yakima",24423339,24423337,4,4
"yakima",24423239,24423237,5,5
"yakima",23105256,23105254,2,2
"yakima",23101894,23101768,3,3
"yakima",24423239,24423237,5,5
"yakima",24424943,24424945,1,1
"yakima",24125203,24125201,4,4
"yakima",23105454,23103284,5,5
"yakima",24424685,24423189,1,1
"yakima",23102502,23102508,2,2
"yakima",23100246,23100244,5,5
"yakima",23102772,23102690,2,2
"yakima",24423347,24423345,3,3
"yakima",24127153,24125875,2,2
"yakima",23107340,23107348,5,5
"yakima",23101282,23101318,1,1
"yakima",23104830,0,2,2
"yakima",24423341,24423339,3,3
"yakima",23100980,23099884,3,3
"yakima",24128267,24131057,2,2
"yakima",23099624,23099622,4,4
"yakima",24424255,24422777,1,1
"yakima",23100908,0,2,2
"yakima",947030183,24125197,4,4
"yakima",23105454,23103284,5,5
"yakima",24424039,24424061,2,2
"yakima",23099720,23099718,7,6
"yakima",23101418,23101420,1,1
"yakima",23100336,23100334,5,5
"yakima",23101048,23101058,2,2
"yakima",24423707,24423705,3,3
"yakima",23099682,23099680,7,6
"yakima",23102460,23099770,1,1
"yakima",24125253,24125251,3,3
"yakima",23100058,23100056,5,5
"yakima",24127407,24127461,1,1
"yakima",24424083,24424131,2,2
"yakima",24126939,24129811,1,1
"yakima",24423325,24423323,2,2
"yakima",23103892,23100468,3,3
"yakima",23100406,23100404,4,4
"yakima",24422733,24422731,5,5
"yakima",24425001,24424977,1,1
"yakima",24126117,24126115,4,4
"yakima",24126095,24126093,5,5
"yakima",23103372,23103382,1,1
"yakima",23100726,23100706,2,2
"yakima",23104746,23104706,4,4
"yakima",23100262,23100260,5,5
"yakima",24126339,24126337,3,3
"yakima",23099464,23099462,7,6
"yakima",23104468,23104500,1,1
"yakima",24423081,24423079,4,4
"yakima",23103304,23103364,2,2
"yakima",24423895,24423897,3,3
"yakima",24125697,24125695,4,4
"yakima",24422791,24422789,5,5
"yakima",24128373,24128419,2,2
"yakima",23107336,23107316,4,4
"yakima",24423735,24423733,2,2
"yakima",23107464,23104746,4,4
"yakima",24127561,24127593,1,1
"yakima",23107340,23107348,5,5
"yakima",23099826,23099824,7,6
"yakima",23101136,23099508,1,1
"yakima",23103926,23103962,2,2
"yakima",24129035,24129061,1,1
"yakima",24425105,24423531,2,2
"yakima",947030165,23107314,3,3
"yakima",23099464,23099462,7,6
"yakima",24424763,24424771,1,1
"yakima",23101438,23101428,4,4
"yakima",24129833,24129829,2,2
"yakima",24126297,24126295,3,3
"yakima",23100470,23100468,4,4
"yakima",24125199,24125197,5,5
"yakima",23101752,23100120,1,1
"yakima",23102250,23102398,3,3
"yakima",25007330,24424503,1,1
"yakima",24126509,24126507,4,4
"yakima",23099682,23099680,7,6
"yakima",24125075,24125073,3,3
"yakima",24423347,24423345,3,3
"yakima",23099926,23099924,4,4
"yakima",23099692,23099690,7,6
"yakima",23107524,23107496,3,3
"yakima",24125881,24125879,5,5
"yakima",23103730,23099636,1,1
"yakima",24125989,24125987,3,3
"yakima",23103856,23103920,2,2
"yakima",23100198,23100196,4,4
"yakima",24423031,24423029,5,5
"yakima",24126889,24125961,2,2
"yakima",24422851,24422849,4,4
"yakima",24129013,24129017,2,2
"yakima",947030183,24125197,4,4
"yakima",24125605,24125603,5,5
"yakima",24129383,24126791,1,1
"yakima",24125741,24125739,3,3
"yakima",23100614,23100612,1,1
"yakima",24422819,24422817,5,5
"yakima",24125155,24125153,3,3
"yakima",23100356,23100354,4,4
"yakima",23099682,23099680,7,6
"yakima",24126447,24126445,1,1
"yakima",24423213,24423211,2,2
"yakima",24422951,24422949,3,3
"yakima",23107464,23104746,4,4
"yakima",23105102,23100414,1,1
"yakima",24423875,24423889,2,2
"yakima",23103656,23107336,3,3
"yakima",23100404,23100402,4,4
"yakima",24125631,24125629,5,5
"yakima",23107478,23107476,3,3
"yakima",23100056,23100054,5,5
"yakima",23100660,23100662,1,1
"yakima",24126389,24126387,3,3
"yakima",23100194,23100192,4,4
"yakima",23107340,23107348,5,5
"yakima",24125693,24125691,1,1
"yakima",24423593,24422807,2,2
"yakima",23100478,23100476,3,3
"yakima",24126095,24126093,5,5
"yakima",24129601,24125077,1,1
"yakima",24127121,24127123,2,2
"yakima",23099692,23099690,7,6
"yakima",23100302,23100300,3,3
"yakima",24126687,24125519,2,2
"yakima",24129785,24129783,4,4
"yakima",24423685,24423683,2,2
"yakima",23099632,23099630,4,4
"yakima",24128663,24128677,1,1
"yakima",24125673,24125671,3,3
"yakima",24129785,24129783,4,4
"yakima",23099728,23099726,7,6
"yakima",24125531,24125529,3,3
"yakima",23099608,23099606,7,6
"yakima",24127451,24127409,1,1
"yakima",24129009,24126527,2,2
"yakima",24126117,24126115,4,4
"yakima",23104972,23104756,1,1
"yakima",24125951,24125949,4,4
"yakima",24425225,24423391,1,1
"yakima",23103408,23103424,2,2
"yakima",24125203,24125201,4,4
"yakima",24125881,24125879,5,5
"yakima",23100622,23100628,1,1
"yakima",24127379,24127425,1,1
"yakima",24129779,24125461,1,1
"yakima",24125075,24125073,3,3
"yakima",24129785,24129783,4,4
"yakima",24125197,24125195,5,5
"yakima",23103918,23103888,1,1
"yakima",24128791,24128835,2,2
"yakima",24125897,24125895,4,4
"yakima",23099842,23099840,7,6
"yakima",24127101,24129839,1,1
"yakima",23103430,23103496,3,3
"yakima",24424791,24423327,1,1
"yakima",24126763,24126761,2,2
"yakima",24126751,24126749,4,4
"yakima",24125201,24125199,5,5
"yakima",23099464,23099462,7,6
"yakima",23100406,23100404,4,4
"yakima",24129655,24129625,1,1
"yakima",23104478,23104476,2,2
"yakima",24125663,24125651,4,4
"yakima",24125667,24125665,4,4
"yakima",23103984,23103992,1,1
"yakima",24126753,24126751,3,3
"yakima",24126147,24126095,4,4
"yakima",24423307,24423305,5,5
"yakima",24127743,24125365,1,1
